id,sample,target,action,response,action_text,exclude
sw68vqzloniwrvd52dkablof,PJ,PJ,14,1,donate to activist groups who oppose the bill,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,15,1,mock or insult individuals who support the bill,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,20,1,make a public speech,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,21,0,spray paint political messages in public places,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,23,1,hold meetings to influence the public,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
sw68vqzloniwrvd52dkablof,PJ,PJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,3,1,attend or organise a protest rally,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,4,1,attend or organise a protest march,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,7,0,enter and refuse to leave a building (occupation),FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,8,1,refuse to work (strike),FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,9,0,deface flags or other national symbols,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,12,1,hold meetings to inform the public,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,16,0,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,20,1,make a public speech,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,21,1,spray paint political messages in public places,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,22,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,23,1,hold meetings to influence the public,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
viufjhpjmao0w5adqjt0yn3l,PJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,2,1,refuse to accept honours or awards in protest,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,3,1,attend or organise a protest rally,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,4,1,attend or organise a protest march,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,6,1,donate to political parties who oppose the bill,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,7,1,enter and refuse to leave a building (occupation),FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,8,1,refuse to work (strike),FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,9,0,deface flags or other national symbols,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,10,1,join or form a group of activists who oppose the bill,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,12,1,hold meetings to inform the public,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,14,1,donate to activist groups who oppose the bill,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,15,0,mock or insult individuals who support the bill,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,20,1,make a public speech,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,21,1,spray paint political messages in public places,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,22,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,23,1,hold meetings to influence the public,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,24,1,refuse to cooperate with the police and other government agencies,FALSE
9suyes4r7jsle3xc2h19m2bu,PJ,PJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,3,1,attend or organise a protest rally,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,4,1,attend or organise a protest march,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,8,1,refuse to work (strike),FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,9,0,deface flags or other national symbols,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,12,1,hold meetings to inform the public,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,20,1,make a public speech,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,21,0,spray paint political messages in public places,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,22,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,23,1,hold meetings to influence the public,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,24,1,refuse to cooperate with the police and other government agencies,FALSE
iw8ioo16894fdjq781p8jrbi,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,3,1,attend or organise a protest rally,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,4,1,attend or organise a protest march,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,6,0,donate to political parties who oppose the bill,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,7,0,enter and refuse to leave a building (occupation),FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,8,1,refuse to work (strike),FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,9,0,deface flags or other national symbols,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,12,1,hold meetings to inform the public,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,20,1,make a public speech,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,21,0,spray paint political messages in public places,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,23,1,hold meetings to influence the public,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
stj7pak2wyws3f5mlydrbv3y,PJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,2,1,refuse to accept honours or awards in protest,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,3,1,attend or organise a protest rally,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,4,1,attend or organise a protest march,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,6,1,donate to political parties who oppose the bill,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,7,1,enter and refuse to leave a building (occupation),FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,8,1,refuse to work (strike),FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,9,0,deface flags or other national symbols,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,10,1,join or form a group of activists who oppose the bill,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,12,1,hold meetings to inform the public,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,14,1,donate to activist groups who oppose the bill,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,15,0,mock or insult individuals who support the bill,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,20,1,make a public speech,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,21,0,spray paint political messages in public places,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,23,1,hold meetings to influence the public,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
kx47edv4mijrqw429mkk1ll7,PJ,PJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,3,1,attend or organise a protest rally,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,4,1,attend or organise a protest march,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,6,0,donate to political parties who oppose the bill,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,8,1,refuse to work (strike),FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,9,0,deface flags or other national symbols,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,12,1,hold meetings to inform the public,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,14,0,donate to activist groups who oppose the bill,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,16,0,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,20,1,make a public speech,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,21,0,spray paint political messages in public places,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,23,1,hold meetings to influence the public,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,24,1,refuse to cooperate with the police and other government agencies,FALSE
8lyqqvw9swaa4e0uvk16o9vp,PJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,2,1,refuse to accept honours or awards in protest,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,3,1,attend or organise a protest rally,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,4,1,attend or organise a protest march,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,6,1,donate to political parties who oppose the bill,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,7,1,enter and refuse to leave a building (occupation),FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,8,1,refuse to work (strike),FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,9,0,deface flags or other national symbols,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,10,1,join or form a group of activists who oppose the bill,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,12,1,hold meetings to inform the public,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,13,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,14,1,donate to activist groups who oppose the bill,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,15,0,mock or insult individuals who support the bill,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,20,1,make a public speech,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,21,0,spray paint political messages in public places,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,23,1,hold meetings to influence the public,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
zlz4zg8ce2bgcr15btywbx92,PJ,PJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,2,1,refuse to accept honours or awards in protest,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,3,1,attend or organise a protest rally,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,4,1,attend or organise a protest march,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,5,0,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,6,1,donate to political parties who oppose the bill,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,7,0,enter and refuse to leave a building (occupation),FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,8,1,refuse to work (strike),FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,9,0,deface flags or other national symbols,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,10,0,join or form a group of activists who oppose the bill,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,12,1,hold meetings to inform the public,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,14,0,donate to activist groups who oppose the bill,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,15,0,mock or insult individuals who support the bill,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,20,1,make a public speech,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,21,0,spray paint political messages in public places,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,22,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,23,1,hold meetings to influence the public,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,24,0,refuse to cooperate with the police and other government agencies,FALSE
dlaridtiywru1at2mdp1zsml,WJ,PJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,1,1,"disrupt traffic (e.g., blocking roads)",FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,3,1,attend or organise a protest rally,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,4,1,attend or organise a protest march,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,7,1,enter and refuse to leave a building (occupation),FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,8,1,refuse to work (strike),FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,9,0,deface flags or other national symbols,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,11,1,do not buy goods or services from companies who support the bill (consumers' boycott),FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,12,1,hold meetings to inform the public,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,13,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,14,1,donate to activist groups who oppose the bill,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,15,0,mock or insult individuals who support the bill,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,16,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,18,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,19,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,20,1,make a public speech,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,21,1,spray paint political messages in public places,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,22,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,23,1,hold meetings to influence the public,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,24,1,refuse to cooperate with the police and other government agencies,FALSE
o4ag9v2hqixd9ymwwbvmt4i9,WJ,WJ,25,1,participate in a public meeting of representatives and elected officials,FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,1,0,"disrupt traffic (e.g., blocking roads)",FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,2,1,refuse to accept honours or awards in protest,FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,3,1,attend or organise a protest rally,FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,4,1,attend or organise a protest march,FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,5,1,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem) until the bill is abandoned",FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,6,1,donate to political parties who oppose the bill,FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,7,0,enter and refuse to leave a building (occupation),FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,8,1,refuse to work (strike),FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,9,0,deface flags or other national symbols,FALSE
trujc89g1gcbx80qrj4rhtst,WJ,WJ,10,1,join or form a group of activists who oppose the bill,FALSE
